tender_id,rule_po_splitting,rule_duplicate_invoice,rule_thin_competition,rule_round_near_threshold,rule_vendor_concentration,rule_new_vendor_large_first,n_rules_triggered,rule_score,rule_reasons
T01762,False,False,False,False,False,False,0,0,
T01763,False,False,False,False,False,False,0,0,
T01764,False,False,False,False,False,False,0,0,
T01765,False,False,False,False,False,False,0,0,
T01766,False,False,False,False,False,False,0,0,
T01767,False,False,False,False,False,False,0,0,
T01768,False,False,False,False,False,False,0,0,
T01769,False,False,False,False,False,False,0,0,
T01770,False,False,False,False,False,False,0,0,
T01771,False,False,False,False,False,False,0,0,
T01772,False,False,True,False,False,False,1,1,"$104,263 awarded via limited_tender with only 2 bidder(s)"
T01773,False,False,False,False,False,False,0,0,
T01774,False,False,False,False,False,False,0,0,
T01775,False,False,False,False,False,False,0,0,
T01776,False,False,False,False,False,False,0,0,
T01777,False,False,True,False,False,False,1,1,"$146,413 awarded via single_source with only 1 bidder(s)"
T01778,False,False,False,False,False,False,0,0,
T01779,False,False,False,False,False,False,0,0,
T01780,False,False,False,False,False,False,0,0,
T01781,False,False,False,False,False,False,0,0,
T01782,False,False,False,False,False,False,0,0,
T01783,False,False,False,False,False,False,0,0,
T01784,False,False,False,False,False,False,0,0,
T01785,False,False,False,False,False,False,0,0,
T01786,False,False,False,False,False,False,0,0,
T01787,False,False,False,False,False,False,0,0,
T01788,False,False,False,False,False,False,0,0,
T01789,False,False,True,False,False,False,1,1,"$139,782 awarded via limited_tender with only 2 bidder(s)"
T01790,False,False,False,False,False,False,0,0,
T01791,False,False,False,False,False,False,0,0,
T01792,False,False,False,False,False,False,0,0,
T01793,False,False,False,False,False,False,0,0,
T01794,False,False,False,False,False,False,0,0,
T01795,False,False,False,False,False,False,0,0,
T01796,False,False,False,False,False,False,0,0,
T01797,False,False,False,False,False,False,0,0,
T01798,False,False,False,False,False,False,0,0,
T01799,False,False,False,False,False,False,0,0,
T01800,False,False,False,False,False,False,0,0,
T01801,False,False,False,False,False,False,0,0,
T01802,False,False,False,False,False,False,0,0,
T01803,False,False,False,False,False,False,0,0,
T01804,False,False,False,False,False,False,0,0,
T01805,False,False,False,False,False,False,0,0,
T01806,False,False,False,False,False,False,0,0,
T01807,False,False,False,False,False,False,0,0,
T01808,False,False,False,False,False,False,0,0,
T01809,False,False,False,False,False,False,0,0,
T01810,False,False,False,False,False,False,0,0,
T01811,False,False,False,False,False,False,0,0,
T01812,False,False,False,False,False,False,0,0,
T01813,False,False,False,False,False,False,0,0,
T01814,False,False,True,False,False,False,1,1,"$318,696 awarded via limited_tender with only 2 bidder(s)"
T01815,False,False,True,False,False,False,1,1,"$105,837 awarded via limited_tender with only 2 bidder(s)"
T01816,False,False,False,False,False,False,0,0,
T01817,False,False,False,False,False,False,0,0,
T01818,False,False,False,False,False,False,0,0,
T01819,False,False,False,False,False,False,0,0,
T01820,False,False,False,False,False,False,0,0,
T01821,False,False,False,False,False,False,0,0,
T01822,False,False,False,False,False,False,0,0,
T01823,False,False,False,False,False,False,0,0,
T01824,False,False,False,False,False,False,0,0,
T01825,False,False,False,False,False,False,0,0,
T01826,False,False,False,False,False,False,0,0,
T01827,False,False,False,False,False,False,0,0,
T01828,False,False,True,False,False,False,1,1,"$197,599 awarded via limited_tender with only 2 bidder(s)"
T01829,False,False,False,False,False,False,0,0,
T01830,False,False,False,False,False,False,0,0,
T01831,False,False,False,False,False,False,0,0,
T01832,False,False,False,False,False,False,0,0,
T01833,False,False,True,False,False,False,1,1,"$117,623 awarded via limited_tender with only 2 bidder(s)"
T01834,False,False,False,False,False,False,0,0,
T01835,False,False,False,False,False,False,0,0,
T01836,False,False,False,False,False,False,0,0,
T01837,False,False,False,False,False,False,0,0,
T01838,False,False,False,False,False,False,0,0,
T01839,False,False,False,False,False,False,0,0,
T01840,False,False,False,False,False,False,0,0,
T01841,False,False,False,False,True,False,1,1,Vendor V0170 gets 44% of all its work from buyer E0036 alone
T01842,False,False,False,False,False,False,0,0,
T01843,False,False,True,False,False,False,1,1,"$66,419 awarded via single_source with only 1 bidder(s)"
T01844,False,False,False,False,False,False,0,0,
T01845,False,False,False,False,False,False,0,0,
T01846,False,False,False,False,False,False,0,0,
T01847,False,False,False,False,False,False,0,0,
T01848,False,False,False,False,False,False,0,0,
T01849,False,False,False,False,False,False,0,0,
T01850,False,False,False,False,False,False,0,0,
T01851,False,False,False,False,False,False,0,0,
T01852,False,False,True,False,False,False,1,1,"$66,777 awarded via single_source with only 1 bidder(s)"
T01853,False,False,False,False,False,False,0,0,
T01854,False,False,False,False,False,False,0,0,
T01855,False,False,False,False,False,False,0,0,
T01856,False,False,False,False,False,False,0,0,
T01857,False,False,False,False,False,False,0,0,
T01858,False,False,False,False,False,False,0,0,
T01859,False,False,False,False,False,False,0,0,
T01860,False,False,False,False,False,False,0,0,
T01861,False,False,True,False,False,False,1,1,"$464,627 awarded via limited_tender with only 2 bidder(s)"
T01862,False,False,False,False,False,False,0,0,
T01863,False,False,False,False,False,False,0,0,
T01864,False,False,False,False,False,False,0,0,
T01865,False,False,False,False,False,False,0,0,
T01866,False,False,False,False,False,False,0,0,
T01867,False,False,True,False,False,False,1,1,"$52,000 awarded via limited_tender with only 2 bidder(s)"
T01868,False,False,False,False,False,False,0,0,
T01869,False,False,False,False,False,False,0,0,
T01870,False,False,True,False,False,False,1,1,"$55,000 awarded via single_source with only 1 bidder(s)"
T01871,False,False,False,False,False,False,0,0,
T01872,False,False,True,False,False,False,1,1,"$422,652 awarded via single_source with only 1 bidder(s)"
T01873,False,False,False,False,False,False,0,0,
T01874,False,False,False,False,False,False,0,0,
T01875,False,False,False,False,False,False,0,0,
T01876,False,False,False,False,False,False,0,0,
T01877,False,False,False,False,False,False,0,0,
T01878,False,False,False,False,False,False,0,0,
T01879,False,False,False,False,False,False,0,0,
T01880,False,False,False,False,False,False,0,0,
T01881,False,False,False,False,False,False,0,0,
T01882,False,False,False,False,False,False,0,0,
T01883,False,False,True,False,False,False,1,1,"$129,944 awarded via limited_tender with only 2 bidder(s)"
T01884,False,False,False,False,False,False,0,0,
T01885,False,False,False,False,False,False,0,0,
T01886,False,False,False,False,False,False,0,0,
T01887,False,False,False,False,False,False,0,0,
T01888,False,False,False,False,False,False,0,0,
T01889,False,False,False,False,False,False,0,0,
T01890,False,False,False,False,False,False,0,0,
T01891,False,False,False,False,False,False,0,0,
T01892,False,False,False,False,False,False,0,0,
T01893,False,False,False,False,False,False,0,0,
T01895,False,False,False,False,False,False,0,0,
T01896,False,False,False,False,False,False,0,0,
T01897,False,False,False,False,False,False,0,0,
T01898,False,False,False,False,False,False,0,0,
T01900,False,False,False,False,False,False,0,0,
T01902,False,False,False,False,False,False,0,0,
T01903,False,False,False,False,False,False,0,0,
T01904,False,False,False,False,False,False,0,0,
T01905,False,False,False,False,False,False,0,0,
T01906,False,False,False,False,False,False,0,0,
T01907,False,False,False,False,False,False,0,0,
T01908,False,False,False,False,False,False,0,0,
T01909,False,False,False,False,False,False,0,0,
T01910,False,False,False,False,False,False,0,0,
T01911,False,False,False,False,False,False,0,0,
T01912,False,False,False,False,False,False,0,0,
T01913,False,False,False,False,False,False,0,0,
T01914,False,False,False,False,False,False,0,0,
T01915,False,False,False,False,False,False,0,0,
T01916,False,False,False,False,False,False,0,0,
T01917,False,False,False,False,False,False,0,0,
T01918,False,False,False,False,False,False,0,0,
T01919,False,False,False,False,False,False,0,0,
T01920,False,False,False,False,False,False,0,0,
T01921,False,False,False,False,False,False,0,0,
T01922,False,False,False,False,False,False,0,0,
T01923,False,False,False,False,True,False,1,1,Vendor V0193 gets 55% of all its work from buyer E0011 alone
T01924,False,False,False,False,False,False,0,0,
T01925,False,False,False,False,False,False,0,0,
T01926,False,False,False,False,False,False,0,0,
T01927,False,False,False,False,False,False,0,0,
T01928,False,False,False,False,False,False,0,0,
T01929,False,False,False,False,True,False,1,1,Vendor V0156 gets 64% of all its work from buyer E0055 alone
T01930,False,False,False,False,False,False,0,0,
T01931,False,False,False,False,False,False,0,0,
T01932,False,False,False,False,False,False,0,0,
T01933,False,False,False,False,False,False,0,0,
T01934,False,False,False,False,False,False,0,0,
T01935,False,False,False,False,False,False,0,0,
T01936,False,False,False,False,False,False,0,0,
T01937,False,False,False,False,False,False,0,0,
T01938,False,False,False,False,False,False,0,0,
T01939,False,False,False,False,False,False,0,0,
T01940,False,False,False,False,False,False,0,0,
T01941,False,False,False,False,False,False,0,0,
T01942,False,False,False,False,False,False,0,0,
T01943,False,False,False,False,False,False,0,0,
T01944,False,False,False,False,False,False,0,0,
T01945,False,False,False,False,False,False,0,0,
T01946,False,False,False,False,False,False,0,0,
T01947,False,False,False,False,False,False,0,0,
T01948,False,False,False,False,False,False,0,0,
T01949,False,False,False,False,False,False,0,0,
T01950,False,False,False,False,False,False,0,0,
T01951,False,False,False,False,False,False,0,0,
T01952,False,False,False,False,False,False,0,0,
T01953,False,False,False,False,False,False,0,0,
T01954,False,False,False,False,False,False,0,0,
T01955,False,False,False,False,False,False,0,0,
T01956,False,False,False,False,False,False,0,0,
T01957,False,False,False,False,False,False,0,0,
T01958,False,False,False,False,False,False,0,0,
T01959,False,False,False,False,False,False,0,0,
T01961,False,False,False,False,False,False,0,0,
T01962,False,False,False,False,False,False,0,0,
T01963,False,False,False,False,False,False,0,0,
T01964,False,False,False,False,False,False,0,0,
T01965,False,False,False,False,False,False,0,0,
T01966,False,False,False,False,False,False,0,0,
T01967,False,False,False,False,False,False,0,0,
T01968,False,False,False,False,False,False,0,0,
T01969,False,False,False,False,False,False,0,0,
T01970,False,False,False,True,False,False,1,1,"$24,000 is a round number sitting within 15% of the $25,000 limit"
T01971,False,False,False,False,False,False,0,0,
T01972,False,False,False,False,True,False,1,1,Vendor V0217 gets 60% of all its work from buyer E0016 alone
T01973,False,False,False,False,False,False,0,0,
T01974,False,False,False,False,False,False,0,0,
T01975,False,False,False,False,False,False,0,0,
T01976,False,False,False,False,False,False,0,0,
T01977,False,False,False,False,False,False,0,0,
T01978,False,False,False,False,False,False,0,0,
T01979,False,False,False,False,False,False,0,0,
T01980,False,False,False,False,False,False,0,0,
T01981,False,False,False,False,False,False,0,0,
T01982,False,False,False,False,False,False,0,0,
T01983,False,False,False,False,False,False,0,0,
T01984,False,False,False,False,False,False,0,0,
T01985,False,False,False,False,False,False,0,0,
T01986,False,False,False,False,False,False,0,0,
T01987,False,False,False,False,False,False,0,0,
T01988,False,False,False,False,False,False,0,0,
T01989,False,False,False,False,False,False,0,0,
T01990,False,False,False,False,False,False,0,0,
T01991,False,False,False,True,False,False,1,1,"$23,000 is a round number sitting within 15% of the $25,000 limit"
T01993,False,False,False,False,False,False,0,0,
T01994,False,False,False,False,False,False,0,0,
T01995,False,False,False,False,False,False,0,0,
T01996,False,False,True,False,False,False,1,1,"$115,206 awarded via limited_tender with only 2 bidder(s)"
T01997,False,False,False,False,False,False,0,0,
T01998,False,False,False,False,False,False,0,0,
T01999,False,False,False,False,False,False,0,0,
T02000,False,False,False,False,False,False,0,0,
T02001,False,False,False,False,False,False,0,0,
T02002,False,False,False,False,False,False,0,0,
T02003,False,False,False,False,False,False,0,0,
T02004,False,False,False,False,False,False,0,0,
T02005,False,False,False,False,False,False,0,0,
T02006,False,False,False,False,False,False,0,0,
T02007,False,False,False,False,False,False,0,0,
T02008,False,False,False,False,False,False,0,0,
T02009,False,False,False,False,False,False,0,0,
T02010,False,False,False,False,False,False,0,0,
T02011,False,False,False,False,False,False,0,0,
T02012,False,False,False,False,False,False,0,0,
T02013,False,False,False,False,False,False,0,0,
T02014,False,False,False,False,False,False,0,0,
T02015,False,False,False,False,False,False,0,0,
T02016,False,False,False,False,False,False,0,0,
T02017,False,False,False,False,False,False,0,0,
T02018,False,False,False,False,False,False,0,0,
T02019,False,False,False,False,False,False,0,0,
T02020,False,False,False,False,False,False,0,0,
T02021,False,False,True,False,False,False,1,1,"$71,879 awarded via limited_tender with only 2 bidder(s)"
T02022,False,False,False,False,False,False,0,0,
T02024,False,False,True,False,False,False,1,1,"$120,588 awarded via limited_tender with only 2 bidder(s)"
T02025,False,False,False,False,False,False,0,0,
T02026,False,False,False,False,False,False,0,0,
T02027,False,False,True,True,False,False,2,2,"$480,000 awarded via single_source with only 1 bidder(s) | $480,000 is a round number sitting within 15% of the $500,000 limit"
T02028,False,False,False,False,False,False,0,0,
T02029,False,False,False,False,False,False,0,0,
T02030,False,False,False,False,False,False,0,0,
T02031,False,False,False,False,False,False,0,0,
T02032,False,False,False,False,False,False,0,0,
T02033,False,False,False,False,False,False,0,0,
T02034,False,False,False,False,False,False,0,0,
T02035,False,False,False,False,False,False,0,0,
T02036,False,False,False,False,False,False,0,0,
T02037,False,False,False,False,True,False,1,1,Vendor V0156 gets 64% of all its work from buyer E0055 alone
T02038,False,False,False,False,False,False,0,0,
T02039,False,False,False,False,False,False,0,0,
T02040,False,False,False,False,False,False,0,0,
T02041,False,False,False,False,False,False,0,0,
T02042,False,False,False,False,False,False,0,0,
T02043,False,False,False,False,False,False,0,0,
T02044,False,False,False,False,False,False,0,0,
T02045,False,False,False,False,False,False,0,0,
T02046,False,False,False,False,False,False,0,0,
T02047,False,False,False,False,False,False,0,0,
T02048,False,False,False,False,False,False,0,0,
T02049,False,False,False,False,False,False,0,0,
T02050,False,False,False,False,False,False,0,0,
T02051,False,False,False,False,False,False,0,0,
T02052,False,False,False,False,False,False,0,0,
T02053,False,False,False,False,False,False,0,0,
T02054,False,False,False,False,False,False,0,0,
T02055,False,False,False,False,False,False,0,0,
T02056,False,False,False,False,False,False,0,0,
T02057,False,False,False,False,False,False,0,0,
T02058,False,False,False,False,False,False,0,0,
T02059,False,False,False,False,False,False,0,0,
T02060,False,False,False,False,False,False,0,0,
T02061,False,False,False,False,False,False,0,0,
T02062,False,False,False,False,False,False,0,0,
T02063,False,False,True,False,False,False,1,1,"$557,132 awarded via limited_tender with only 2 bidder(s)"
T02064,False,False,False,False,False,False,0,0,
T02065,False,False,False,False,False,False,0,0,
T02066,False,False,False,False,False,False,0,0,
T02067,False,False,False,False,False,False,0,0,
T02068,False,False,False,False,False,False,0,0,
T02069,False,False,False,False,False,False,0,0,
T02070,False,False,False,False,False,False,0,0,
T02071,False,False,False,False,False,False,0,0,
T02072,False,False,False,False,False,False,0,0,
T02073,False,False,False,False,False,False,0,0,
T02074,False,False,False,False,True,False,1,1,Vendor V0062 gets 40% of all its work from buyer E0051 alone
T02075,False,False,False,False,False,False,0,0,
T02076,False,False,False,False,False,False,0,0,
T02077,False,False,False,False,False,False,0,0,
T02078,False,False,False,False,False,False,0,0,
T02079,False,False,False,False,False,False,0,0,
T02080,False,False,False,False,False,False,0,0,
T02081,False,False,False,False,False,False,0,0,
T02082,False,False,False,False,False,False,0,0,
T02083,False,False,False,False,False,False,0,0,
T02084,False,False,False,False,False,False,0,0,
T02085,False,False,True,False,False,False,1,1,"$63,814 awarded via limited_tender with only 2 bidder(s)"
T02086,False,False,False,False,False,False,0,0,
T02087,False,False,False,False,False,False,0,0,
T02088,False,False,False,False,False,False,0,0,
T02089,False,False,False,False,False,False,0,0,
T02090,False,False,False,False,False,False,0,0,
T02091,False,False,True,False,False,False,1,1,"$107,605 awarded via limited_tender with only 2 bidder(s)"
T02092,False,False,False,False,False,False,0,0,
T02093,False,False,False,False,False,False,0,0,
T02094,False,False,True,False,False,False,1,1,"$139,000 awarded via limited_tender with only 2 bidder(s)"
T02095,False,False,False,False,False,False,0,0,
T02096,False,False,False,False,False,False,0,0,
T02097,False,False,False,False,False,False,0,0,
T02098,False,False,False,False,False,False,0,0,
T02099,False,False,False,False,False,False,0,0,
T02100,False,False,False,False,False,False,0,0,
T02101,False,False,False,False,False,False,0,0,
T02102,False,False,False,False,False,False,0,0,
T02103,False,False,False,False,False,False,0,0,
T02104,False,False,False,False,False,False,0,0,
T02105,False,False,False,False,False,False,0,0,
T02106,False,False,False,False,False,False,0,0,
T02107,False,False,False,False,False,False,0,0,
T02109,False,False,False,False,False,False,0,0,
T02110,False,False,False,False,False,False,0,0,
T02111,False,False,False,False,False,False,0,0,
T02112,False,False,False,False,False,False,0,0,
T02113,False,False,False,False,False,False,0,0,
T02114,False,False,False,False,False,False,0,0,
T02115,False,False,False,False,False,False,0,0,
T02116,False,False,False,False,False,False,0,0,
T02117,False,False,False,False,False,False,0,0,
T02118,False,False,False,False,True,False,1,1,Vendor V0217 gets 60% of all its work from buyer E0016 alone
T02119,False,False,False,False,False,False,0,0,
T02120,False,False,False,False,False,False,0,0,
T02121,False,False,False,False,False,False,0,0,
T02122,False,False,False,False,False,False,0,0,
T02123,False,False,False,False,False,False,0,0,
T02124,False,False,False,False,False,False,0,0,
T02125,False,False,False,False,False,False,0,0,
T02126,False,False,False,False,False,False,0,0,
T02127,False,False,False,False,False,False,0,0,
T02128,False,False,False,False,False,False,0,0,
T02129,False,False,False,False,False,False,0,0,
T02130,False,False,False,False,False,False,0,0,
T02131,False,False,False,False,False,False,0,0,
T02132,False,False,True,False,False,False,1,1,"$103,216 awarded via single_source with only 1 bidder(s)"
T02133,False,False,False,False,False,False,0,0,
T02134,False,False,False,False,False,False,0,0,
T02135,False,False,False,False,False,False,0,0,
T02137,False,False,False,False,False,False,0,0,
T02138,False,False,False,False,False,False,0,0,
T02139,False,False,False,False,False,False,0,0,
T02140,False,False,False,False,False,False,0,0,
T02141,False,False,False,False,False,False,0,0,
T02142,False,False,False,False,False,False,0,0,
T02143,False,False,False,False,False,False,0,0,
T02144,False,False,False,False,False,False,0,0,
T02145,False,False,True,False,False,False,1,1,"$70,616 awarded via limited_tender with only 2 bidder(s)"
T02146,False,False,False,False,False,False,0,0,
T02147,False,False,False,False,False,False,0,0,
T02148,False,False,False,False,False,False,0,0,
T02149,False,False,False,False,False,False,0,0,
T02150,False,False,False,False,False,False,0,0,
T02151,False,False,False,False,False,False,0,0,
T02152,False,False,False,False,False,False,0,0,
T02153,False,False,False,False,False,False,0,0,
T02154,False,False,False,False,False,False,0,0,
T02155,False,False,False,False,False,False,0,0,
T02156,False,False,False,False,False,False,0,0,
T02157,False,False,False,False,False,False,0,0,
T02158,False,False,True,False,False,False,1,1,"$1,141,000 awarded via limited_tender with only 2 bidder(s)"
T02159,False,False,False,False,False,False,0,0,
T02160,False,False,False,False,False,False,0,0,
T02161,False,False,False,False,False,False,0,0,
T02162,False,False,False,False,False,False,0,0,
T02163,False,False,False,False,False,False,0,0,
T02164,False,False,False,False,False,False,0,0,
T02165,False,False,False,False,False,False,0,0,
T02166,False,False,True,False,False,False,1,1,"$70,853 awarded via limited_tender with only 2 bidder(s)"
T02167,False,False,False,False,False,False,0,0,
T02168,False,False,False,False,False,False,0,0,
T02169,False,False,False,False,False,False,0,0,
T02170,False,False,False,False,False,False,0,0,
T02171,False,False,False,False,False,False,0,0,
T02172,False,False,False,False,False,False,0,0,
T02173,False,False,False,False,False,False,0,0,
T02174,False,False,False,False,False,False,0,0,
T02175,False,False,False,False,False,False,0,0,
T02176,False,False,False,False,False,False,0,0,
T02177,False,False,False,False,False,False,0,0,
T02178,False,False,False,False,False,False,0,0,
T02179,False,False,False,False,False,False,0,0,
T02180,False,False,False,False,False,False,0,0,
T02181,False,False,False,False,False,False,0,0,
T02182,False,False,False,False,False,False,0,0,
T02183,False,False,False,False,False,False,0,0,
T02184,False,False,False,False,False,False,0,0,
T02185,False,False,False,False,False,False,0,0,
T02186,False,False,False,False,False,False,0,0,
T02187,False,False,False,False,False,False,0,0,
T02188,False,False,False,False,False,False,0,0,
T02189,False,False,False,False,False,False,0,0,
T02190,False,False,False,False,False,False,0,0,
T02191,False,False,False,False,False,False,0,0,
T02192,False,False,False,False,False,False,0,0,
T02193,False,False,False,False,False,False,0,0,
T02194,False,False,False,False,False,False,0,0,
T02195,False,False,False,False,False,False,0,0,
T02196,False,False,True,False,False,False,1,1,"$112,997 awarded via single_source with only 1 bidder(s)"
T02197,False,False,False,False,False,False,0,0,
T02198,False,False,False,False,False,False,0,0,
T02199,False,False,False,False,False,False,0,0,
T02200,False,False,False,False,False,False,0,0,
T02201,False,False,False,False,False,False,0,0,
T02202,False,False,False,False,False,False,0,0,
T02203,False,False,False,False,False,False,0,0,
T02204,False,False,False,False,False,False,0,0,
T02205,False,False,False,False,False,False,0,0,
T02206,False,False,False,False,False,False,0,0,
T02207,False,False,True,False,False,False,1,1,"$116,000 awarded via limited_tender with only 2 bidder(s)"
T02208,False,False,False,False,False,False,0,0,
T02209,False,False,False,False,False,False,0,0,
T02210,False,False,False,False,False,False,0,0,
T02211,False,False,False,False,False,False,0,0,
T02212,False,False,False,False,False,False,0,0,
T02213,False,False,False,False,False,False,0,0,
T02214,False,False,False,False,False,False,0,0,
T02215,False,False,False,False,False,False,0,0,
T02216,False,False,False,False,False,False,0,0,
T02217,False,False,False,False,True,False,1,1,Vendor V0283 gets 58% of all its work from buyer E0057 alone
T02218,False,False,False,False,False,False,0,0,
T02219,False,False,False,False,False,False,0,0,
T02220,False,False,False,False,False,False,0,0,
T02221,False,False,False,False,False,False,0,0,
T02222,False,False,False,False,True,False,1,1,Vendor V0217 gets 60% of all its work from buyer E0016 alone
T02223,False,False,True,False,False,False,1,1,"$51,598 awarded via limited_tender with only 2 bidder(s)"
T02224,False,False,True,False,False,False,1,1,"$205,643 awarded via limited_tender with only 2 bidder(s)"
T02225,False,False,False,False,False,False,0,0,
T02226,False,False,False,False,False,False,0,0,
T02227,False,False,False,False,False,False,0,0,
T02228,False,False,False,False,False,False,0,0,
T02229,False,False,False,False,False,False,0,0,
T02230,False,False,False,False,False,False,0,0,
T02231,False,False,False,False,False,False,0,0,
T02232,False,False,False,False,False,False,0,0,
T02233,False,False,False,False,False,False,0,0,
T02234,False,False,False,False,False,False,0,0,
T02235,False,False,False,False,False,False,0,0,
T02236,False,False,False,False,False,False,0,0,
T02237,False,False,False,False,False,False,0,0,
T02238,False,False,False,False,False,False,0,0,
T02239,False,False,False,False,False,False,0,0,
T02240,False,False,False,False,False,False,0,0,
T02241,False,False,False,False,False,False,0,0,
T02242,False,False,False,False,False,False,0,0,
T02243,False,False,False,False,False,False,0,0,
T02244,False,False,False,False,False,False,0,0,
T02245,False,False,False,False,False,False,0,0,
T02246,False,False,False,False,True,False,1,1,Vendor V0283 gets 58% of all its work from buyer E0057 alone
T02247,False,False,False,False,False,False,0,0,
T02248,False,False,False,False,False,False,0,0,
T02249,False,False,False,True,False,False,1,1,"$22,000 is a round number sitting within 15% of the $25,000 limit"
T02250,False,False,False,False,False,False,0,0,
T02251,False,False,False,False,False,False,0,0,
T02252,False,False,False,False,False,False,0,0,
T02253,False,False,False,False,False,False,0,0,
T02254,False,False,False,False,False,False,0,0,
T02255,False,False,False,False,False,False,0,0,
T02256,False,False,False,False,False,False,0,0,
T02257,False,False,False,False,False,False,0,0,
T02258,False,False,False,False,False,False,0,0,
T02259,False,False,False,False,False,False,0,0,
T02260,False,False,False,False,False,False,0,0,
T02261,False,False,False,False,False,False,0,0,
T02262,False,False,False,False,False,False,0,0,
T02263,False,False,False,False,False,False,0,0,
T02264,False,False,True,False,False,False,1,1,"$55,919 awarded via limited_tender with only 2 bidder(s)"
T02265,False,False,False,False,False,False,0,0,
T02266,False,False,False,False,False,False,0,0,
T02267,False,False,False,False,False,False,0,0,
T02268,False,False,False,True,False,False,1,1,"$440,000 is a round number sitting within 15% of the $500,000 limit"
T02269,False,False,False,False,False,False,0,0,
T02270,False,False,False,False,False,False,0,0,
T02271,False,False,False,False,False,False,0,0,
T02272,False,False,False,False,False,False,0,0,
T02273,False,False,False,False,False,False,0,0,
T02274,False,False,False,False,False,False,0,0,
T02275,False,False,False,False,False,False,0,0,
T02276,False,False,False,False,False,False,0,0,
T02277,False,False,False,False,False,False,0,0,
T02278,False,False,False,False,False,False,0,0,
T02279,False,False,False,False,False,False,0,0,
T02280,False,False,False,False,False,False,0,0,
T02281,False,False,False,False,False,False,0,0,
T02282,False,False,False,False,False,False,0,0,
T02283,False,False,False,False,False,False,0,0,
T02284,False,False,False,False,False,False,0,0,
T02285,False,False,True,False,False,False,1,1,"$121,000 awarded via limited_tender with only 2 bidder(s)"
T02286,False,False,False,False,True,False,1,1,Vendor V0283 gets 58% of all its work from buyer E0057 alone
T02287,False,False,False,False,False,False,0,0,
T02288,False,True,False,False,False,False,1,1,"Same vendor billed $14,961 twice, 24 days apart (invoices INV02956 / INV02288)"
T02289,False,False,False,False,False,False,0,0,
T02290,False,False,False,False,False,False,0,0,
T02291,False,False,True,False,False,False,1,1,"$55,104 awarded via single_source with only 1 bidder(s)"
T02292,False,False,False,False,False,False,0,0,
T02293,False,False,False,False,False,False,0,0,
T02294,False,False,False,False,False,False,0,0,
T02295,False,False,True,False,False,False,1,1,"$173,636 awarded via limited_tender with only 2 bidder(s)"
T02296,False,False,False,False,False,False,0,0,
T02297,False,False,False,False,False,False,0,0,
T02298,False,False,False,False,False,False,0,0,
T02299,False,False,False,False,False,False,0,0,
T02300,False,False,False,False,False,False,0,0,
T02301,False,False,False,False,False,False,0,0,
T02302,False,False,False,False,False,False,0,0,
T02303,False,False,False,False,False,False,0,0,
T02304,False,False,False,False,False,False,0,0,
T02305,False,False,False,False,False,False,0,0,
T02306,False,False,True,False,False,False,1,1,"$412,000 awarded via single_source with only 1 bidder(s)"
T02307,False,False,False,False,False,False,0,0,
T02308,False,False,False,False,False,False,0,0,
T02309,False,False,False,False,False,False,0,0,
T02310,False,False,False,False,False,False,0,0,
T02311,False,False,False,False,False,False,0,0,
T02312,False,False,False,False,False,False,0,0,
T02313,False,False,False,False,False,False,0,0,
T02314,False,False,False,False,False,False,0,0,
T02315,False,False,False,False,False,False,0,0,
T02316,False,False,False,False,False,False,0,0,
T02317,False,False,False,False,False,False,0,0,
T02318,False,False,False,False,False,False,0,0,
T02319,False,False,False,False,False,False,0,0,
T02320,False,False,False,False,False,False,0,0,
T02321,False,False,False,False,False,False,0,0,
T02322,False,False,False,False,False,False,0,0,
T02323,False,False,False,False,False,False,0,0,
T02324,False,False,True,False,False,False,1,1,"$338,293 awarded via limited_tender with only 2 bidder(s)"
T02325,False,False,False,False,False,False,0,0,
T02326,False,False,False,False,False,False,0,0,
T02327,False,False,False,False,False,False,0,0,
T02328,False,False,False,False,True,False,1,1,Vendor V0261 gets 50% of all its work from buyer E0008 alone
T02329,False,False,False,False,False,False,0,0,
T02330,False,False,False,False,False,False,0,0,
T02331,False,True,False,False,False,False,1,1,"Same vendor billed $15,094 twice, 28 days apart (invoices INV02288 / INV02331)"
T02332,False,False,False,False,False,False,0,0,
T02333,False,False,True,False,False,False,1,1,"$79,961 awarded via limited_tender with only 2 bidder(s)"
T02334,False,False,False,False,False,False,0,0,
T02335,False,False,False,False,False,False,0,0,
T02336,False,False,False,False,False,False,0,0,
T02337,False,False,False,False,False,False,0,0,
T02338,False,False,False,False,False,False,0,0,
T02339,False,False,True,False,False,False,1,1,"$53,868 awarded via limited_tender with only 2 bidder(s)"
T02340,False,False,False,False,False,False,0,0,
T02341,False,False,False,False,False,False,0,0,
T02342,False,False,False,True,False,False,1,1,"$23,000 is a round number sitting within 15% of the $25,000 limit"
T02343,False,False,False,False,False,False,0,0,
T02344,False,False,False,False,False,False,0,0,
T02345,False,False,False,False,False,False,0,0,
T02347,False,False,False,False,False,False,0,0,
T02348,False,False,False,False,False,False,0,0,
T02349,False,False,False,False,False,False,0,0,
T02350,False,False,False,False,False,False,0,0,
T02351,False,False,False,False,False,False,0,0,
T02352,False,False,False,False,False,False,0,0,
T02353,False,False,False,False,False,False,0,0,
T02354,False,False,False,False,False,False,0,0,
T02355,False,False,False,False,False,False,0,0,
T02356,False,False,False,False,False,False,0,0,
T02357,False,False,False,False,False,False,0,0,
