bid_id,tender_id,vendor_id,bid_amount,is_winner
T01410-B0,T01410,V0170,135324.85,False
T01410-B1,T01410,V0249,127947.85,False
T01410-B2,T01410,V0131,125981.22,False
T01410-B3,T01410,V0171,108560.89,True
T01410-B4,T01410,V0191,116330.57,False
T01410-B5,T01410,V0179,116745.04,False
T01411-B0,T01411,V0150,74704.13,True
T01411-B1,T01411,V0244,76723.09,False
T01411-B2,T01411,V0062,82861.22,False
T01412-B0,T01412,V0278,75177.18,False
T01412-B1,T01412,V0082,70950.2,False
T01412-B2,T01412,V0194,70546.84,False
T01412-B3,T01412,V0041,60831.54,True
T01412-B4,T01412,V0184,72343.75,False
T01412-B5,T01412,V0124,62053.68,False
T01413-B0,T01413,V0163,14041.7,False
T01413-B1,T01413,V0271,15838.49,False
T01413-B2,T01413,V0109,12920.79,True
T01413-B3,T01413,V0176,16573.62,False
T01414-B0,T01414,V0240,19395.31,False
T01414-B1,T01414,V0094,16534.1,True
T01414-B2,T01414,V0122,20448.41,False
T01414-B3,T01414,V0237,20263.22,False
T01414-B4,T01414,V0257,22709.13,False
T01414-B5,T01414,V0021,17862.92,False
T01414-B6,T01414,V0209,19188.25,False
T01415-B0,T01415,V0253,6703.86,False
T01415-B1,T01415,V0126,6931.05,False
T01415-B2,T01415,V0083,7651.31,False
T01415-B3,T01415,V0200,6903.04,False
T01415-B4,T01415,V0038,8014.7,False
T01415-B5,T01415,V0107,6583.49,True
T01416-B0,T01416,V0276,37958.5,True
T01416-B1,T01416,V0051,46629.46,False
T01416-B2,T01416,V0130,49285.03,False
T01416-B3,T01416,V0095,49282.35,False
T01417-B0,T01417,V0054,20493.71,False
T01417-B1,T01417,V0238,19287.88,True
T01417-B2,T01417,V0016,20848.34,False
T01418-B0,T01418,V0277,44462.14,False
T01418-B1,T01418,V0225,38218.1,False
T01418-B2,T01418,V0097,38440.15,False
T01418-B3,T01418,V0187,35000.0,True
T01418-B4,T01418,V0100,40688.17,False
T01419-B0,T01419,V0185,32082.75,True
T01420-B0,T01420,V0067,2540.83,False
T01420-B1,T01420,V0104,2629.55,False
T01420-B2,T01420,V0192,2749.72,False
T01420-B3,T01420,V0154,2408.48,True
T01421-B0,T01421,V0295,14711.2,True
T01421-B1,T01421,V0120,16831.95,False
T01422-B0,T01422,V0018,9636.61,False
T01422-B1,T01422,V0154,9847.85,False
T01422-B2,T01422,V0217,9096.84,True
T01423-B0,T01423,V0196,4837.91,False
T01423-B1,T01423,V0288,4822.41,True
T01424-B0,T01424,V0196,36127.04,True
T01424-B1,T01424,V0237,40248.28,False
T01424-B2,T01424,V0111,37511.49,False
T01425-B0,T01425,V0044,6810.93,True
T01425-B1,T01425,V0119,7608.33,False
T01426-B0,T01426,V0142,37426.24,False
T01426-B1,T01426,V0206,33922.14,False
T01426-B2,T01426,V0054,30354.41,True
T01426-B3,T01426,V0209,31513.11,False
T01427-B0,T01427,V0116,97294.2,False
T01427-B1,T01427,V0014,106151.16,False
T01427-B2,T01427,V0272,100605.34,False
T01427-B3,T01427,V0080,91613.32,True
T01427-B4,T01427,V0299,91969.49,False
T01427-B5,T01427,V0194,97036.44,False
T01427-B6,T01427,V0211,101958.39,False
T01428-B0,T01428,V0085,18729.91,False
T01428-B1,T01428,V0171,15454.02,False
T01428-B2,T01428,V0255,16926.36,False
T01428-B3,T01428,V0170,16367.4,False
T01428-B4,T01428,V0212,16560.3,False
T01428-B5,T01428,V0191,14777.63,True
T01429-B0,T01429,V0259,201098.02,True
T01429-B1,T01429,V0022,254776.58,False
T01429-B2,T01429,V0112,220236.06,False
T01430-B0,T01430,V0105,4644.28,False
T01430-B1,T01430,V0084,4460.04,False
T01430-B2,T01430,V0059,4187.26,True
T01430-B3,T01430,V0182,4724.65,False
T01431-B0,T01431,V0228,8802.77,False
T01431-B1,T01431,V0129,9540.71,False
T01431-B2,T01431,V0043,8041.16,True
T01431-B3,T01431,V0232,8632.21,False
T01432-B0,T01432,V0141,7830.63,False
T01432-B1,T01432,V0010,7257.67,False
T01432-B2,T01432,V0224,6811.84,True
T01433-B0,T01433,V0107,42308.1,False
T01433-B1,T01433,V0224,42679.89,False
T01433-B2,T01433,V0145,41583.34,False
T01433-B3,T01433,V0126,36966.95,True
T01433-B4,T01433,V0118,47072.53,False
T01433-B5,T01433,V0214,39289.77,False
T01434-B0,T01434,V0002,7996.27,True
T01434-B1,T01434,V0061,8739.93,False
T01435-B0,T01435,V0206,177167.12,False
T01435-B1,T01435,V0230,211076.48,False
T01435-B2,T01435,V0219,166727.66,True
T01435-B3,T01435,V0021,200625.46,False
T01436-B0,T01436,V0156,18558.78,False
T01436-B1,T01436,V0100,17642.08,True
T01437-B0,T01437,V0040,22968.28,False
T01437-B1,T01437,V0069,17606.69,True
T01437-B2,T01437,V0108,20240.37,False
T01437-B3,T01437,V0185,20016.86,False
T01437-B4,T01437,V0277,19717.26,False
T01438-B0,T01438,V0235,16165.98,True
T01439-B0,T01439,V0252,4107.53,True
T01439-B1,T01439,V0197,4638.41,False
T01440-B0,T01440,V0272,16690.82,True
T01440-B1,T01440,V0082,17420.09,False
T01441-B0,T01441,V0115,32328.72,False
T01441-B1,T01441,V0266,32571.86,False
T01441-B2,T01441,V0048,34803.32,False
T01441-B3,T01441,V0257,27529.24,True
T01441-B4,T01441,V0016,32947.22,False
T01441-B5,T01441,V0167,33023.98,False
T01442-B0,T01442,V0110,42488.92,False
T01442-B1,T01442,V0173,38029.19,True
T01442-B2,T01442,V0108,43145.9,False
T01443-B0,T01443,V0294,110801.18,False
T01443-B1,T01443,V0278,107390.93,True
T01443-B2,T01443,V0064,116605.67,False
T01443-B3,T01443,V0162,108985.11,False
T01443-B4,T01443,V0205,110936.84,False
T01444-B0,T01444,V0161,18812.06,False
T01444-B1,T01444,V0029,13000.0,True
T01444-B2,T01444,V0127,16395.64,False
T01444-B3,T01444,V0152,18262.68,False
T01444-B4,T01444,V0091,15077.05,False
T01445-B0,T01445,V0078,5290.53,False
T01445-B1,T01445,V0267,4884.17,True
T01445-B2,T01445,V0066,5854.27,False
T01445-B3,T01445,V0105,5669.43,False
T01445-B4,T01445,V0106,5667.93,False
T01445-B5,T01445,V0215,6216.17,False
T01446-B0,T01446,V0064,325032.45,False
T01446-B1,T01446,V0082,297282.22,False
T01446-B2,T01446,V0080,354470.5,False
T01446-B3,T01446,V0014,346624.79,False
T01446-B4,T01446,V0278,277000.0,True
T01447-B0,T01447,V0156,9741.69,False
T01447-B1,T01447,V0148,10963.39,False
T01447-B2,T01447,V0110,8727.79,True
T01448-B0,T01448,V0082,422282.95,True
T01449-B0,T01449,V0045,15996.84,False
T01449-B1,T01449,V0006,13032.31,False
T01449-B2,T01449,V0186,16087.06,False
T01449-B3,T01449,V0063,12562.37,True
T01449-B4,T01449,V0201,16083.4,False
T01451-B0,T01451,V0055,6775.37,True
T01452-B0,T01452,V0166,75210.46,False
T01452-B1,T01452,V0135,68000.0,True
T01452-B2,T01452,V0157,82482.3,False
T01452-B3,T01452,V0165,78475.37,False
T01452-B4,T01452,V0210,70081.14,False
T01452-B5,T01452,V0046,81350.32,False
T01453-B0,T01453,V0224,21727.36,False
T01453-B1,T01453,V0193,20169.01,True
T01453-B2,T01453,V0140,25486.8,False
T01454-B0,T01454,V0189,26098.63,False
T01454-B1,T01454,V0006,21931.63,False
T01454-B2,T01454,V0026,23345.86,False
T01454-B3,T01454,V0065,21928.0,False
T01454-B4,T01454,V0109,23797.31,False
T01454-B5,T01454,V0271,21593.24,True
T01454-B6,T01454,V0176,22422.61,False
T01455-B0,T01455,V0214,5000.0,True
T01456-B0,T01456,V0278,289234.44,False
T01456-B1,T01456,V0041,251919.3,True
T01456-B2,T01456,V0162,291467.43,False
T01457-B0,T01457,V0184,43199.17,False
T01457-B1,T01457,V0080,35000.0,True
T01458-B0,T01458,V0206,32681.6,False
T01458-B1,T01458,V0240,32587.55,False
T01458-B2,T01458,V0262,28135.31,True
T01459-B0,T01459,V0003,11065.49,True
T01459-B1,T01459,V0195,12801.25,False
T01459-B2,T01459,V0132,12999.63,False
T01459-B3,T01459,V0078,12726.49,False
T01459-B4,T01459,V0036,14015.78,False
T01460-B0,T01460,V0233,12252.1,False
T01460-B1,T01460,V0119,8834.25,False
T01460-B2,T01460,V0251,10795.19,False
T01460-B3,T01460,V0292,9409.75,False
T01460-B4,T01460,V0146,10461.7,False
T01460-B5,T01460,V0033,9724.01,False
T01460-B6,T01460,V0043,8698.15,True
T01461-B0,T01461,V0105,7347.87,True
T01461-B1,T01461,V0106,8247.89,False
T01461-B2,T01461,V0252,7436.08,False
T01462-B0,T01462,V0103,17046.19,False
T01462-B1,T01462,V0066,18440.1,False
T01462-B2,T01462,V0027,21447.35,False
T01462-B3,T01462,V0106,14917.23,True
T01462-B4,T01462,V0003,18382.97,False
T01462-B5,T01462,V0132,20740.09,False
T01463-B0,T01463,V0239,15722.75,False
T01463-B1,T01463,V0225,15750.68,False
T01463-B2,T01463,V0037,15924.42,False
T01463-B3,T01463,V0187,14706.81,True
T01464-B0,T01464,V0027,11041.02,True
T01464-B1,T01464,V0078,11427.23,False
T01464-B2,T01464,V0195,11713.25,False
T01465-B0,T01465,V0203,2564.75,False
T01465-B1,T01465,V0138,2681.27,False
T01465-B2,T01465,V0010,2556.56,True
T01466-B0,T01466,V0103,46482.59,True
T01467-B0,T01467,V0066,27894.38,False
T01467-B1,T01467,V0295,32693.78,False
T01467-B2,T01467,V0120,25565.96,True
T01467-B3,T01467,V0235,26426.24,False
T01467-B4,T01467,V0283,28282.97,False
T01468-B0,T01468,V0204,35095.53,False
T01468-B1,T01468,V0250,34278.59,True
T01468-B2,T01468,V0222,36128.04,False
T01469-B0,T01469,V0234,12795.61,True
T01469-B1,T01469,V0097,14820.95,False
T01469-B2,T01469,V0069,15101.67,False
T01469-B3,T01469,V0101,17830.4,False
T01469-B4,T01469,V0100,17135.82,False
T01470-B0,T01470,V0041,90884.17,False
T01470-B1,T01470,V0278,65660.67,True
T01471-B0,T01471,V0126,5120.81,False
T01471-B1,T01471,V0118,4027.43,True
T01472-B0,T01472,V0214,7134.39,False
T01472-B1,T01472,V0083,6857.33,True
T01472-B2,T01472,V0253,8010.94,False
T01473-B0,T01473,V0240,5528.79,True
T01474-B0,T01474,V0190,9727.67,False
T01474-B1,T01474,V0255,10171.68,False
T01474-B2,T01474,V0131,10007.12,False
T01474-B3,T01474,V0226,9077.29,False
T01474-B4,T01474,V0112,10613.36,False
T01474-B5,T01474,V0177,8692.45,True
T01474-B6,T01474,V0062,9051.61,False
T01475-B0,T01475,V0210,85536.47,False
T01475-B1,T01475,V0242,68411.33,True
T01476-B0,T01476,V0045,24042.92,False
T01476-B1,T01476,V0213,21923.51,True
T01477-B0,T01477,V0105,6821.18,True
T01477-B1,T01477,V0197,7447.63,False
T01477-B2,T01477,V0229,7073.28,False
T01477-B3,T01477,V0295,8616.45,False
T01477-B4,T01477,V0235,7192.77,False
T01477-B5,T01477,V0103,7738.59,False
T01478-B0,T01478,V0238,28674.11,False
T01478-B1,T01478,V0115,28252.51,False
T01478-B2,T01478,V0054,25984.91,False
T01478-B3,T01478,V0111,30359.43,False
T01478-B4,T01478,V0094,28023.09,False
T01478-B5,T01478,V0230,25000.0,True
T01479-B0,T01479,V0286,4316.28,True
T01479-B1,T01479,V0138,4910.24,False
T01481-B0,T01481,V0169,9372.69,False
T01481-B1,T01481,V0105,9375.99,False
T01481-B2,T01481,V0235,8843.71,False
T01481-B3,T01481,V0106,8805.32,True
T01482-B0,T01482,V0005,145578.84,True
T01482-B1,T01482,V0134,172339.75,False
T01483-B0,T01483,V0050,85700.51,False
T01483-B1,T01483,V0299,78097.36,True
T01483-B2,T01483,V0194,87806.54,False
T01483-B3,T01483,V0041,86735.1,False
T01483-B4,T01483,V0004,92222.72,False
T01483-B5,T01483,V0205,81192.42,False
T01483-B6,T01483,V0011,80795.38,False
T01484-B0,T01484,V0100,35673.63,True
T01485-B0,T01485,V0164,9059.97,False
T01485-B1,T01485,V0224,9699.06,False
T01485-B2,T01485,V0253,8589.62,True
T01485-B3,T01485,V0138,9906.16,False
T01485-B4,T01485,V0010,10107.54,False
T01486-B0,T01486,V0197,12766.14,False
T01486-B1,T01486,V0003,10178.57,False
T01486-B2,T01486,V0036,10891.53,False
T01486-B3,T01486,V0195,11078.1,False
T01486-B4,T01486,V0106,12067.36,False
T01486-B5,T01486,V0215,9726.29,True
T01486-B6,T01486,V0078,12002.93,False
T01487-B0,T01487,V0269,79529.9,False
T01487-B1,T01487,V0212,80635.86,False
T01487-B2,T01487,V0170,74590.26,True
T01488-B0,T01488,V0162,160365.06,False
T01488-B1,T01488,V0294,137000.0,True
T01488-B2,T01488,V0087,180660.15,False
T01489-B0,T01489,V0013,20723.86,False
T01489-B1,T01489,V0023,18748.54,False
T01489-B2,T01489,V0051,16539.45,True
T01490-B0,T01490,V0065,11113.73,False
T01490-B1,T01490,V0198,9528.23,False
T01490-B2,T01490,V0271,9951.06,False
T01490-B3,T01490,V0175,9201.57,True
T01491-B0,T01491,V0066,6213.08,True
T01491-B1,T01491,V0252,6353.19,False
T01491-B2,T01491,V0235,6584.06,False
T01491-B3,T01491,V0229,7567.23,False
T01491-B4,T01491,V0215,7291.13,False
T01491-B5,T01491,V0105,7301.38,False
T01491-B6,T01491,V0120,6768.68,False
T01492-B0,T01492,V0073,37801.16,True
T01493-B0,T01493,V0073,29977.04,False
T01493-B1,T01493,V0044,25362.34,True
T01493-B2,T01493,V0146,29639.78,False
T01494-B0,T01494,V0185,32408.11,False
T01494-B1,T01494,V0069,29883.34,False
T01494-B2,T01494,V0076,30591.18,False
T01494-B3,T01494,V0225,34817.84,False
T01494-B4,T01494,V0125,29000.0,True
T01495-B0,T01495,V0203,4704.89,False
T01495-B1,T01495,V0107,4201.26,False
T01495-B2,T01495,V0200,3792.44,True
T01496-B0,T01496,V0128,83424.72,False
T01496-B1,T01496,V0254,82869.48,False
T01496-B2,T01496,V0077,72416.55,True
T01497-B0,T01497,V0221,214441.06,True
T01497-B1,T01497,V0058,286327.8,False
T01498-B0,T01498,V0162,48900.59,False
T01498-B1,T01498,V0058,45447.1,True
T01498-B2,T01498,V0299,46655.22,False
T01499-B0,T01499,V0097,9985.7,True
T01499-B1,T01499,V0092,13548.52,False
T01499-B2,T01499,V0017,10965.31,False
T01499-B3,T01499,V0037,13689.54,False
T01499-B4,T01499,V0060,12502.04,False
T01499-B5,T01499,V0101,12716.85,False
T01499-B6,T01499,V0148,12502.86,False
T01500-B0,T01500,V0032,63277.75,False
T01500-B1,T01500,V0053,68617.02,False
T01500-B2,T01500,V0146,63207.92,True
T01501-B0,T01501,V0229,11835.7,False
T01501-B1,T01501,V0012,9890.99,False
T01501-B2,T01501,V0289,9781.75,True
T01501-B3,T01501,V0105,10508.44,False
T01501-B4,T01501,V0066,12135.78,False
T01502-B0,T01502,V0207,23801.83,True
T01502-B1,T01502,V0181,26719.31,False
T01502-B2,T01502,V0067,24779.2,False
T01503-B0,T01503,V0223,6023.78,False
T01503-B1,T01503,V0028,6262.82,False
T01503-B2,T01503,V0141,6334.77,False
T01503-B3,T01503,V0284,6750.62,False
T01503-B4,T01503,V0248,5000.0,True
T01503-B5,T01503,V0055,6834.0,False
T01503-B6,T01503,V0118,6429.06,False
T01504-B0,T01504,V0058,59044.76,False
T01504-B1,T01504,V0205,51708.08,False
T01504-B2,T01504,V0025,45607.43,True
T01504-B3,T01504,V0221,66141.13,False
T01504-B4,T01504,V0294,61039.15,False
T01505-B0,T01505,V0271,3870.43,True
T01505-B1,T01505,V0109,4667.05,False
T01505-B2,T01505,V0000,4223.59,False
T01505-B3,T01505,V0189,4620.42,False
T01505-B4,T01505,V0176,4842.67,False
T01506-B0,T01506,V0001,55121.35,True
T01507-B0,T01507,V0209,115982.09,True
T01508-B0,T01508,V0234,13021.37,False
T01508-B1,T01508,V0125,10546.36,False
T01508-B2,T01508,V0108,9531.98,True
T01508-B3,T01508,V0069,10488.45,False
T01508-B4,T01508,V0092,11792.45,False
T01509-B0,T01509,V0249,23772.36,False
T01509-B1,T01509,V0259,22752.07,True
T01510-B0,T01510,V0081,15577.41,False
T01510-B1,T01510,V0015,15683.1,False
T01510-B2,T01510,V0233,15037.84,False
T01510-B3,T01510,V0136,14173.98,False
T01510-B4,T01510,V0053,13885.35,False
T01510-B5,T01510,V0114,13266.85,True
T01510-B6,T01510,V0146,13792.58,False
T01511-B0,T01511,V0125,6223.11,False
T01511-B1,T01511,V0069,5389.47,False
T01511-B2,T01511,V0239,6592.68,False
T01511-B3,T01511,V0185,4695.48,True
T01511-B4,T01511,V0100,5684.31,False
T01511-B5,T01511,V0076,5596.42,False
T01511-B6,T01511,V0040,5765.52,False
T01512-B0,T01512,V0198,10259.32,False
T01512-B1,T01512,V0271,8937.48,False
T01512-B2,T01512,V0045,9118.05,False
T01512-B3,T01512,V0176,7000.0,True
T01513-B0,T01513,V0108,25300.36,False
T01513-B1,T01513,V0060,25959.4,False
T01513-B2,T01513,V0125,24573.08,True
T01514-B0,T01514,V0149,104091.92,False
T01514-B1,T01514,V0188,103171.38,False
T01514-B2,T01514,V0250,87124.72,True
T01514-B3,T01514,V0001,101506.02,False
T01514-B4,T01514,V0099,109368.31,False
T01514-B5,T01514,V0005,96236.52,False
T01514-B6,T01514,V0051,108473.25,False
T01515-B0,T01515,V0006,10963.32,False
T01515-B1,T01515,V0009,9697.23,True
T01515-B2,T01515,V0218,11281.68,False
T01515-B3,T01515,V0031,12197.76,False
T01516-B0,T01516,V0097,23362.43,True
T01516-B1,T01516,V0060,25935.23,False
T01516-B2,T01516,V0125,29614.56,False
T01516-B3,T01516,V0225,26419.35,False
T01516-B4,T01516,V0017,27136.72,False
T01517-B0,T01517,V0247,31808.01,False
T01517-B1,T01517,V0001,33657.96,False
T01517-B2,T01517,V0268,32356.84,False
T01517-B3,T01517,V0134,30636.94,False
T01517-B4,T01517,V0222,24258.0,True
T01517-B5,T01517,V0096,32230.45,False
T01518-B0,T01518,V0286,5680.27,False
T01518-B1,T01518,V0284,4700.63,True
T01518-B2,T01518,V0273,4826.89,False
T01518-B3,T01518,V0141,5014.72,False
T01518-B4,T01518,V0223,5246.22,False
T01519-B0,T01519,V0041,288459.93,True
T01520-B0,T01520,V0068,16319.39,False
T01520-B1,T01520,V0091,18738.32,False
T01520-B2,T01520,V0232,13205.59,True
T01520-B3,T01520,V0151,17181.02,False
T01520-B4,T01520,V0033,18246.89,False
T01520-B5,T01520,V0241,16302.49,False
T01520-B6,T01520,V0298,17514.12,False
T01521-B0,T01521,V0083,2096.16,False
T01521-B1,T01521,V0038,2240.92,False
T01521-B2,T01521,V0075,2085.42,True
T01522-B0,T01522,V0150,13041.42,True
T01522-B1,T01522,V0165,15114.69,False
T01522-B2,T01522,V0098,14198.06,False
T01523-B0,T01523,V0250,44778.88,False
T01523-B1,T01523,V0139,47056.14,False
T01523-B2,T01523,V0130,46466.88,False
T01523-B3,T01523,V0276,37085.16,True
T01523-B4,T01523,V0005,40483.71,False
T01524-B0,T01524,V0004,595971.73,False
T01524-B1,T01524,V0278,540937.66,False
T01524-B2,T01524,V0299,597825.29,False
T01524-B3,T01524,V0205,503602.64,True
T01525-B0,T01525,V0151,62780.15,True
T01525-B1,T01525,V0081,80580.75,False
T01525-B2,T01525,V0129,63527.23,False
T01525-B3,T01525,V0068,65039.84,False
T01525-B4,T01525,V0246,70548.37,False
T01525-B5,T01525,V0232,85016.95,False
T01525-B6,T01525,V0136,67019.9,False
T01526-B0,T01526,V0114,10860.26,False
T01526-B1,T01526,V0033,9434.47,True
T01526-B2,T01526,V0246,12157.57,False
T01527-B0,T01527,V0059,6499.34,False
T01527-B1,T01527,V0039,5778.28,True
T01528-B0,T01528,V0131,45643.07,True
T01528-B1,T01528,V0226,51181.02,False
T01528-B2,T01528,V0170,52241.17,False
T01529-B0,T01529,V0055,23262.23,False
T01529-B1,T01529,V0126,22931.11,False
T01529-B2,T01529,V0223,21227.35,False
T01529-B3,T01529,V0263,27726.1,False
T01529-B4,T01529,V0284,22850.47,False
T01529-B5,T01529,V0138,20109.03,True
T01529-B6,T01529,V0273,28900.71,False
T01530-B0,T01530,V0164,4153.7,False
T01530-B1,T01530,V0008,4152.7,True
T01530-B2,T01530,V0141,4278.08,False
T01530-B3,T01530,V0140,4207.18,False
T01530-B4,T01530,V0145,4745.13,False
T01531-B0,T01531,V0028,3185.9,True
T01532-B0,T01532,V0098,150139.37,False
T01532-B1,T01532,V0112,160536.33,False
T01532-B2,T01532,V0135,133499.7,True
T01532-B3,T01532,V0035,134152.08,False
T01532-B4,T01532,V0255,170480.78,False
T01532-B5,T01532,V0046,161050.27,False
T01532-B6,T01532,V0024,150462.43,False
T01533-B0,T01533,V0299,121303.77,True
T01533-B1,T01533,V0184,152467.88,False
T01533-B2,T01533,V0205,168449.65,False
T01533-B3,T01533,V0011,146138.18,False
T01533-B4,T01533,V0082,140424.7,False
T01534-B0,T01534,V0219,31986.39,False
T01534-B1,T01534,V0237,32987.76,False
T01534-B2,T01534,V0054,35024.62,False
T01534-B3,T01534,V0115,31244.94,True
T01534-B4,T01534,V0122,31581.04,False
T01534-B5,T01534,V0257,31290.39,False
T01535-B0,T01535,V0222,276708.55,False
T01535-B1,T01535,V0005,267193.33,False
T01535-B2,T01535,V0220,296501.11,False
T01535-B3,T01535,V0275,278885.62,False
T01535-B4,T01535,V0102,257699.88,True
T01536-B0,T01536,V0044,32040.43,False
T01536-B1,T01536,V0233,28872.34,False
T01536-B2,T01536,V0241,26000.0,True
T01537-B0,T01537,V0037,18817.0,True
T01537-B1,T01537,V0042,22071.67,False
T01537-B2,T01537,V0097,20048.61,False
T01538-B0,T01538,V0085,17066.22,False
T01538-B1,T01538,V0131,13520.63,True
T01538-B2,T01538,V0158,19040.08,False
T01538-B3,T01538,V0191,13816.25,False
T01538-B4,T01538,V0170,16788.96,False
T01538-B5,T01538,V0098,16454.96,False
T01539-B0,T01539,V0275,66553.45,False
T01539-B1,T01539,V0051,69534.01,False
T01539-B2,T01539,V0270,80388.37,False
T01539-B3,T01539,V0281,65175.56,True
T01540-B0,T01540,V0152,13973.11,True
T01541-B0,T01541,V0184,143412.88,True
T01542-B0,T01542,V0232,7038.92,False
T01542-B1,T01542,V0091,7748.21,False
T01542-B2,T01542,V0015,7610.28,False
T01542-B3,T01542,V0068,7013.1,False
T01542-B4,T01542,V0228,8289.47,False
T01542-B5,T01542,V0136,6396.42,False
T01542-B6,T01542,V0233,6016.09,True
T01543-B0,T01543,V0151,39232.74,False
T01543-B1,T01543,V0029,45585.43,False
T01543-B2,T01543,V0081,37349.84,True
T01543-B3,T01543,V0088,39811.78,False
T01544-B0,T01544,V0294,54000.0,True
T01544-B1,T01544,V0080,69143.49,False
T01544-B2,T01544,V0162,69591.15,False
T01544-B3,T01544,V0082,64139.56,False
T01544-B4,T01544,V0004,67242.99,False
T01545-B0,T01545,V0179,180345.7,False
T01545-B1,T01545,V0174,200640.06,False
T01545-B2,T01545,V0085,170060.45,True
T01546-B0,T01546,V0173,16267.39,False
T01546-B1,T01546,V0239,16728.87,False
T01546-B2,T01546,V0017,14225.76,True
T01546-B3,T01546,V0060,14871.99,False
T01546-B4,T01546,V0092,14834.05,False
T01547-B0,T01547,V0160,4230.22,False
T01547-B1,T01547,V0111,4245.5,False
T01547-B2,T01547,V0297,3887.05,True
T01547-B3,T01547,V0172,3938.45,False
T01548-B0,T01548,V0126,2759.54,False
T01548-B1,T01548,V0038,2815.38,False
T01548-B2,T01548,V0010,2646.66,True
T01548-B3,T01548,V0258,2839.78,False
T01548-B4,T01548,V0200,2748.64,False
T01549-B0,T01549,V0053,27151.1,False
T01549-B1,T01549,V0032,25481.15,False
T01549-B2,T01549,V0015,25446.24,True
T01550-B0,T01550,V0234,7488.02,False
T01550-B1,T01550,V0173,7482.34,True
T01551-B0,T01551,V0052,293397.41,True
T01551-B1,T01551,V0250,363147.93,False
T01551-B2,T01551,V0222,318125.33,False
T01552-B0,T01552,V0255,51355.62,False
T01552-B1,T01552,V0227,50800.2,False
T01552-B2,T01552,V0190,48332.91,True
T01552-B3,T01552,V0171,56599.25,False
T01552-B4,T01552,V0170,53646.64,False
T01552-B5,T01552,V0291,53123.32,False
T01553-B0,T01553,V0249,13076.8,False
T01553-B1,T01553,V0171,11098.03,False
T01553-B2,T01553,V0227,10368.89,True
T01553-B3,T01553,V0177,12110.94,False
T01553-B4,T01553,V0242,11612.59,False
T01553-B5,T01553,V0255,11073.82,False
T01553-B6,T01553,V0062,10952.42,False
T01554-B0,T01554,V0034,14291.43,False
T01554-B1,T01554,V0207,13251.72,True
T01554-B2,T01554,V0245,16311.93,False
T01555-B0,T01555,V0056,10253.74,False
T01555-B1,T01555,V0067,10167.78,False
T01555-B2,T01555,V0296,11308.55,False
T01555-B3,T01555,V0181,9271.04,True
T01555-B4,T01555,V0293,9993.89,False
T01555-B5,T01555,V0020,9870.78,False
T01556-B0,T01556,V0270,59112.31,False
T01556-B1,T01556,V0096,58176.68,False
T01556-B2,T01556,V0013,56354.91,True
T01557-B0,T01557,V0173,57467.65,False
T01557-B1,T01557,V0234,53379.8,True
T01557-B2,T01557,V0225,61969.34,False
T01558-B0,T01558,V0281,29144.53,False
T01558-B1,T01558,V0013,32203.4,False
T01558-B2,T01558,V0051,29908.77,False
T01558-B3,T01558,V0199,26221.28,False
T01558-B4,T01558,V0204,25489.17,False
T01558-B5,T01558,V0250,33675.79,False
T01558-B6,T01558,V0113,25416.91,True
T01559-B0,T01559,V0213,26260.16,True
T01560-B0,T01560,V0056,5361.66,True
T01560-B1,T01560,V0207,6668.52,False
T01560-B2,T01560,V0192,5843.99,False
T01561-B0,T01561,V0207,16162.47,False
T01561-B1,T01561,V0296,14230.36,False
T01561-B2,T01561,V0153,17579.71,False
T01561-B3,T01561,V0133,14777.98,False
T01561-B4,T01561,V0264,13911.05,True
T01561-B5,T01561,V0147,14256.12,False
T01562-B0,T01562,V0020,3865.87,True
T01563-B0,T01563,V0094,27583.64,False
T01563-B1,T01563,V0219,27114.37,False
T01563-B2,T01563,V0016,26800.58,False
T01563-B3,T01563,V0143,25775.54,False
T01563-B4,T01563,V0122,25136.73,True
T01563-B5,T01563,V0115,31731.73,False
T01564-B0,T01564,V0079,22168.35,False
T01564-B1,T01564,V0129,17194.51,True
T01565-B0,T01565,V0159,6720.43,False
T01565-B1,T01565,V0164,5960.73,False
T01565-B2,T01565,V0107,4837.06,True
T01566-B0,T01566,V0036,22039.9,True
T01566-B1,T01566,V0106,29205.5,False
T01566-B2,T01566,V0295,27434.55,False
T01566-B3,T01566,V0084,25794.26,False
T01567-B0,T01567,V0185,16600.36,False
T01567-B1,T01567,V0225,15575.97,False
T01567-B2,T01567,V0071,14451.69,False
T01567-B3,T01567,V0239,13882.84,True
T01567-B4,T01567,V0037,18561.73,False
T01567-B5,T01567,V0042,16554.47,False
T01567-B6,T01567,V0277,18960.59,False
T01568-B0,T01568,V0022,100107.04,True
T01568-B1,T01568,V0208,100674.07,False
T01569-B0,T01569,V0043,909.16,False
T01569-B1,T01569,V0178,831.63,True
T01569-B2,T01569,V0127,990.05,False
T01570-B0,T01570,V0184,100526.5,False
T01570-B1,T01570,V0194,78682.93,True
T01570-B2,T01570,V0211,86872.78,False
T01571-B0,T01571,V0100,17437.47,True
T01571-B1,T01571,V0069,17481.85,False
T01571-B2,T01571,V0148,21469.05,False
T01572-B0,T01572,V0012,6155.34,False
T01572-B1,T01572,V0084,5376.57,False
T01572-B2,T01572,V0059,5839.1,False
T01572-B3,T01572,V0103,5136.46,True
T01572-B4,T01572,V0169,5535.42,False
T01572-B5,T01572,V0106,5759.2,False
