tender_id,po_id,award_date,vendor_id,employee_id,department,category,award_method,amount,n_bidders,approval_limit,invoice_id,invoice_date,payment_date
T01605,PO01605,2024-02-26,V0286,E0048,Maintenance,Office Supplies,open_tender,28220.28,3,100000,INV01605,2024-03-08,2024-05-05
T01606,PO01606,2024-01-09,V0183,E0010,Admin,Office Supplies,open_tender,729.05,4,100000,INV01606,2024-01-28,2024-02-18
T01607,PO01607,2025-11-06,V0206,E0046,R&D,Hardware,limited_tender,25419.5,2,25000,INV01607,2025-11-19,2025-11-30
T01608,PO01608,2025-06-22,V0093,E0011,R&D,Spare Parts,limited_tender,12081.66,3,500000,INV01608,2025-07-30,2025-09-01
T01609,PO01609,2025-10-15,V0145,E0041,Admin,Office Supplies,single_source,7697.82,1,100000,INV01609,2025-11-07,2025-12-21
T01610,PO01610,2024-03-05,V0033,E0040,IT,Software Licenses,open_tender,36000.0,4,25000,INV01610,2024-03-15,2024-04-11
T01611,PO01611,2025-01-08,V0294,E0029,Production,Construction,limited_tender,917855.6,3,25000,INV01611,2025-02-05,2025-03-29
T01612,PO01612,2024-09-07,V0064,E0048,Maintenance,Construction,open_tender,134505.8,4,100000,INV01612,2024-09-20,2024-10-13
T01613,PO01613,2024-06-07,V0012,E0017,IT,Security Services,open_tender,5192.28,6,25000,INV01613,2024-07-16,2024-08-20
T01614,PO01614,2024-12-21,V0004,E0024,Production,Construction,single_source,69977.13,1,25000,INV01614,2025-01-18,2025-02-16
T01615,PO01615,2026-03-11,V0016,E0025,Logistics,Hardware,open_tender,71937.48,5,25000,INV01615,2026-04-10,2026-06-03
T01616,PO01616,2025-02-21,V0148,E0032,R&D,Transport,limited_tender,22056.46,3,25000,INV01616,2025-04-01,2025-04-27
T01617,PO01617,2023-11-13,V0107,E0055,Marketing,Office Supplies,open_tender,927.01,5,500000,INV01617,2023-12-12,2024-01-14
T01618,PO01618,2023-06-30,V0199,E0051,Maintenance,Consulting Services,open_tender,38582.37,7,25000,INV01618,2023-07-14,2023-07-25
T01619,PO01619,2025-03-28,V0027,E0009,Facilities,Security Services,limited_tender,13629.24,3,500000,INV01619,2025-05-10,2025-06-14
T01620,PO01620,2024-02-13,V0138,E0001,R&D,Office Supplies,limited_tender,9882.89,2,500000,INV01620,2024-02-22,2024-03-24
T01621,PO01621,2023-07-24,V0277,E0058,Admin,Transport,limited_tender,22367.68,3,25000,INV01621,2023-08-29,2023-10-12
T01622,PO01622,2023-09-01,V0174,E0055,Marketing,Raw Materials,open_tender,39521.43,6,500000,INV01622,2023-10-08,2023-11-28
T01623,PO01623,2023-07-03,V0114,E0009,Facilities,Software Licenses,open_tender,27377.27,3,500000,INV01623,2023-08-05,2023-08-28
T01624,PO01624,2023-12-22,V0152,E0044,R&D,Software Licenses,single_source,17173.42,1,100000,INV01624,2024-01-08,2024-01-22
T01625,PO01625,2025-12-07,V0018,E0008,Marketing,Cleaning Services,single_source,14000.0,1,25000,INV01625,2026-01-12,2026-02-27
T01626,PO01626,2024-06-26,V0082,E0050,Facilities,Construction,open_tender,20296.25,6,25000,INV01626,2024-07-18,2024-09-15
T01627,PO01627,2025-09-08,V0093,E0001,R&D,Spare Parts,open_tender,2671.39,4,500000,INV01627,2025-10-15,2025-12-02
T01628,PO01628,2025-07-03,V0032,E0018,Production,Software Licenses,limited_tender,41935.21,2,500000,INV01628,2025-07-26,2025-08-22
T01629,PO01629,2023-11-14,V0258,E0056,Marketing,Office Supplies,open_tender,2000.0,6,100000,INV01629,2023-12-08,2023-12-26
T01630,PO01630,2024-11-29,V0185,E0040,IT,Transport,limited_tender,8882.92,3,25000,INV01630,2025-01-02,2025-02-04
T01631,PO01631,2024-07-16,V0164,E0023,Logistics,Office Supplies,open_tender,9156.9,6,25000,INV01631,2024-08-05,2024-08-29
T01632,PO01632,2025-03-27,V0002,E0050,Facilities,Cleaning Services,open_tender,8168.71,6,25000,INV01632,2025-04-15,2025-06-03
T01633,PO01633,2023-10-27,V0095,E0017,IT,Consulting Services,limited_tender,101405.6,2,25000,INV01633,2023-11-13,2023-12-14
T01634,PO01634,2024-07-17,V0285,E0035,Facilities,Consulting Services,open_tender,127600.12,4,500000,INV01634,2024-08-12,2024-09-29
T01635,PO01635,2024-11-01,V0067,E0048,Maintenance,Cleaning Services,open_tender,10558.84,3,100000,INV01635,2024-11-12,2024-12-02
T01636,PO01636,2024-01-14,V0266,E0012,Marketing,Hardware,limited_tender,17355.42,3,100000,INV01636,2024-02-25,2024-03-12
T01637,PO01637,2024-07-06,V0005,E0023,Logistics,Consulting Services,open_tender,38485.34,3,25000,INV01637,2024-08-09,2024-08-24
T01638,PO01638,2025-06-11,V0078,E0059,Facilities,Security Services,open_tender,3012.01,4,25000,INV01638,2025-07-17,2025-08-13
T01639,PO01639,2025-01-15,V0160,E0032,R&D,Hardware,limited_tender,75346.25,2,25000,INV01639,2025-02-07,2025-03-29
T01640,PO01640,2025-07-23,V0178,E0052,Production,Software Licenses,open_tender,8034.09,7,100000,INV01640,2025-09-02,2025-10-20
T01641,PO01641,2025-09-04,V0281,E0032,R&D,Consulting Services,open_tender,12857.76,4,25000,INV01641,2025-09-16,2025-10-14
T01642,PO01642,2024-09-03,V0237,E0000,Production,Hardware,limited_tender,43000.0,2,100000,INV01642,2024-09-30,2024-11-14
T01643,PO01643,2024-10-23,V0080,E0022,Admin,Construction,open_tender,101960.7,4,100000,INV01643,2024-11-08,2024-12-10
T01644,PO01644,2025-06-30,V0292,E0022,Admin,Software Licenses,limited_tender,30696.58,3,100000,INV01644,2025-08-01,2025-09-09
T01645,PO01645,2025-12-07,V0093,E0000,Production,Spare Parts,open_tender,12229.6,7,100000,INV01645,2026-01-07,2026-01-18
T01646,PO01646,2025-11-03,V0109,E0044,R&D,Spare Parts,single_source,16340.97,1,100000,INV01646,2025-12-09,2025-12-25
T01647,PO01647,2024-10-18,V0077,E0056,Marketing,Consulting Services,open_tender,65230.61,7,100000,INV01647,2024-11-14,2024-12-01
T01648,PO01648,2024-01-19,V0102,E0043,Admin,Consulting Services,open_tender,14130.42,7,25000,INV01648,2024-02-11,2024-04-10
T01649,PO01649,2026-06-07,V0236,E0040,IT,Office Supplies,open_tender,7039.24,6,25000,INV01649,2026-07-15,2026-07-31
T01650,PO01650,2024-07-14,V0040,E0003,Marketing,Transport,open_tender,10106.09,7,25000,INV01650,2024-08-11,2024-09-12
T01651,PO01651,2025-01-06,V0219,E0023,Logistics,Hardware,open_tender,49624.0,7,25000,INV01651,2025-02-10,2025-04-05
T01652,PO01652,2026-03-28,V0078,E0044,R&D,Security Services,open_tender,8800.67,6,100000,INV01652,2026-04-29,2026-05-11
T01653,PO01653,2024-05-16,V0029,E0047,Logistics,Software Licenses,open_tender,19355.62,4,25000,INV01653,2024-06-19,2024-07-02
T01654,PO01654,2024-08-10,V0101,E0055,Marketing,Transport,open_tender,28000.0,3,500000,INV01654,2024-08-31,2024-10-24
T01655,PO01655,2023-07-16,V0119,E0058,Admin,Software Licenses,open_tender,14080.49,6,25000,INV01655,2023-08-29,2023-10-03
T01656,PO01656,2024-09-24,V0248,E0016,Maintenance,Office Supplies,single_source,8831.23,1,25000,INV01656,2024-09-29,2024-11-12
T01657,PO01657,2026-02-08,V0176,E0054,Logistics,Spare Parts,limited_tender,1883.57,2,25000,INV01657,2026-03-16,2026-04-20
T01658,PO01658,2024-10-14,V0263,E0021,Production,Office Supplies,open_tender,5235.82,7,500000,INV01658,2024-11-21,2024-12-02
T01659,PO01659,2025-05-31,V0138,E0024,Production,Office Supplies,open_tender,1812.29,6,25000,INV01659,2025-06-10,2025-06-21
T01660,PO01660,2025-08-21,V0176,E0000,Production,Spare Parts,limited_tender,7797.05,2,25000,INV01660,2025-09-07,2025-11-01
T01661,PO01661,2024-07-29,V0176,E0000,Production,Spare Parts,limited_tender,9113.2,1,25000,INV01661,2024-08-27,2024-09-19
T01662,PO01662,2024-02-11,V0098,E0015,Marketing,Raw Materials,open_tender,438393.74,7,100000,INV01662,2024-02-17,2024-03-05
T01663,PO01663,2025-08-30,V0292,E0055,Marketing,Software Licenses,limited_tender,5920.3,2,500000,INV01663,2025-10-10,2025-11-20
T01664,PO01664,2024-05-14,V0075,E0044,R&D,Office Supplies,open_tender,6106.28,5,100000,INV01664,2024-06-18,2024-07-29
T01665,PO01665,2023-08-23,V0265,E0052,Production,Security Services,open_tender,16584.93,4,100000,INV01665,2023-08-29,2023-09-09
T01666,PO01666,2024-12-30,V0071,E0026,Maintenance,Transport,single_source,10153.12,1,500000,INV01666,2025-01-20,2025-02-10
T01667,PO01667,2023-09-13,V0064,E0037,IT,Construction,open_tender,301465.21,6,500000,INV01667,2023-09-27,2023-11-13
T01668,PO01668,2023-12-04,V0259,E0003,Marketing,Raw Materials,open_tender,10063.67,3,25000,INV01668,2024-01-06,2024-01-29
T01669,PO01669,2026-02-09,V0113,E0016,Maintenance,Consulting Services,open_tender,23592.59,4,25000,INV01669,2026-03-06,2026-04-14
T01670,PO01670,2026-01-17,V0236,E0012,Marketing,Office Supplies,open_tender,3589.15,7,100000,INV01670,2026-02-11,2026-02-23
T01671,PO01671,2024-10-12,V0075,E0038,Production,Office Supplies,single_source,9941.68,1,100000,INV01671,2024-11-06,2024-11-22
T01672,PO01672,2025-05-07,V0234,E0050,Facilities,Transport,open_tender,21358.53,7,25000,INV01672,2025-05-12,2025-06-29
T01673,PO01673,2025-01-23,V0249,E0042,IT,Raw Materials,open_tender,127538.44,6,500000,INV01673,2025-02-07,2025-03-20
T01674,PO01674,2024-05-14,V0155,E0018,Production,Spare Parts,limited_tender,9726.47,2,500000,INV01674,2024-05-20,2024-07-02
T01675,PO01675,2024-04-20,V0153,E0027,Maintenance,Cleaning Services,open_tender,79530.69,4,100000,INV01675,2024-05-27,2024-06-14
T01676,PO01676,2023-09-08,V0099,E0049,R&D,Consulting Services,open_tender,165267.25,4,500000,INV01676,2023-10-08,2023-12-01
T01677,PO01677,2026-04-20,V0076,E0017,IT,Transport,open_tender,24010.93,5,25000,INV01677,2026-05-28,2026-06-30
T01678,PO01678,2025-09-25,V0136,E0052,Production,Software Licenses,open_tender,17941.55,4,100000,INV01678,2025-11-07,2025-11-26
T01679,PO01679,2026-06-18,V0117,E0028,Marketing,Spare Parts,open_tender,27512.21,7,25000,INV01679,2026-07-10,2026-07-28
T01680,PO01680,2025-04-16,V0009,E0048,Maintenance,Spare Parts,open_tender,77425.53,3,100000,INV01680,2025-05-07,2025-06-05
T01681,PO01681,2024-04-20,V0067,E0017,IT,Cleaning Services,open_tender,12887.84,6,25000,INV01681,2024-05-14,2024-06-25
T01682,PO01682,2023-08-12,V0201,E0021,Production,Spare Parts,single_source,51082.48,1,500000,INV01682,2023-09-14,2023-10-12
T01683,PO01683,2024-09-18,V0195,E0037,IT,Security Services,open_tender,460000.0,6,500000,INV01683,2024-09-27,2024-11-22
T01684,PO01684,2025-01-13,V0087,E0057,Production,Construction,limited_tender,423799.89,3,100000,INV01684,2025-02-12,2025-03-31
T01685,PO01685,2026-01-15,V0014,E0028,Marketing,Construction,limited_tender,48760.42,2,25000,INV01685,2026-02-05,2026-03-11
T01686,PO01686,2024-07-04,V0115,E0055,Marketing,Hardware,limited_tender,63410.25,2,500000,INV01686,2024-07-16,2024-08-16
T01687,PO01687,2023-08-20,V0122,E0003,Marketing,Hardware,open_tender,7942.88,7,25000,INV01687,2023-09-06,2023-11-04
T01688,PO01688,2023-12-26,V0295,E0011,R&D,Security Services,open_tender,5455.48,3,500000,INV01688,2024-01-31,2024-02-28
T01689,PO01689,2024-02-29,V0064,E0028,Marketing,Construction,open_tender,86731.01,6,25000,INV01689,2024-03-10,2024-04-16
T01690,PO01690,2026-03-04,V0002,E0045,IT,Cleaning Services,limited_tender,8596.73,3,25000,INV01690,2026-03-12,2026-04-25
T01691,PO01691,2023-12-24,V0219,E0025,Logistics,Hardware,open_tender,174081.06,4,25000,INV01691,2024-01-14,2024-01-24
T01692,PO01692,2025-04-15,V0101,E0009,Facilities,Transport,open_tender,13470.83,5,500000,INV01692,2025-05-02,2025-06-26
T01693,PO01693,2026-04-09,V0277,E0059,Facilities,Transport,open_tender,7069.75,4,25000,INV01693,2026-05-02,2026-05-19
T01694,PO01694,2024-11-01,V0205,E0048,Maintenance,Construction,limited_tender,281426.08,2,100000,INV01694,2024-11-26,2024-12-24
T01695,PO01695,2025-12-02,V0055,E0037,IT,Office Supplies,open_tender,1505.86,7,500000,INV01695,2025-12-21,2026-01-10
T01696,PO01696,2024-05-28,V0120,E0034,Marketing,Security Services,open_tender,6690.46,4,500000,INV01696,2024-06-02,2024-07-02
T01697,PO01697,2024-01-08,V0225,E0040,IT,Transport,open_tender,5438.33,7,25000,INV01697,2024-02-02,2024-03-13
T01698,PO01698,2024-03-25,V0153,E0045,IT,Cleaning Services,limited_tender,5491.97,3,25000,INV01698,2024-05-03,2024-06-27
T01699,PO01699,2025-12-20,V0259,E0018,Production,Raw Materials,limited_tender,41000.0,2,500000,INV01699,2026-01-30,2026-03-29
T01700,PO01700,2026-04-18,V0148,E0006,IT,Transport,open_tender,13638.81,7,500000,INV01700,2026-05-18,2026-07-07
T01701,PO01701,2025-02-27,V0059,E0048,Maintenance,Security Services,open_tender,4000.0,3,100000,INV01701,2025-03-23,2025-05-06
T01702,PO01702,2026-02-05,V0111,E0025,Logistics,Hardware,limited_tender,23430.79,3,25000,INV01702,2026-03-03,2026-03-21
T01703,PO01703,2023-07-24,V0284,E0045,IT,Office Supplies,open_tender,4997.66,5,25000,INV01703,2023-08-20,2023-10-15
T01704,PO01704,2024-04-08,V0205,E0052,Production,Construction,open_tender,216799.75,4,100000,INV01704,2024-04-18,2024-05-03
T01705,PO01705,2024-08-15,V0236,E0051,Maintenance,Office Supplies,limited_tender,9241.52,2,25000,INV01705,2024-09-11,2024-10-25
T01706,PO01706,2024-07-23,V0235,E0041,Admin,Security Services,limited_tender,7289.62,3,100000,INV01706,2024-08-11,2024-09-16
T01707,PO01707,2026-04-12,V0277,E0058,Admin,Transport,limited_tender,10218.32,2,25000,INV01707,2026-05-18,2026-06-03
T01708,PO01708,2025-04-28,V0191,E0040,IT,Raw Materials,limited_tender,37793.13,3,25000,INV01708,2025-06-01,2025-06-29
T01709,PO01709,2026-04-11,V0066,E0047,Logistics,Security Services,open_tender,10917.75,7,25000,INV01709,2026-05-04,2026-06-01
T01710,PO01710,2023-10-17,V0232,E0058,Admin,Software Licenses,open_tender,10241.17,4,25000,INV01710,2023-11-30,2024-01-11
T01711,PO01711,2025-11-08,V0223,E0020,IT,Office Supplies,open_tender,11155.27,7,500000,INV01711,2025-11-20,2026-01-13
T01712,PO01712,2024-10-10,V0015,E0028,Marketing,Software Licenses,limited_tender,28000.0,2,25000,INV01712,2024-11-15,2025-01-11
T01713,PO01713,2025-02-24,V0126,E0001,R&D,Office Supplies,open_tender,3014.62,6,500000,INV01713,2025-03-07,2025-04-28
T01714,PO01714,2025-04-19,V0040,E0052,Production,Transport,open_tender,5991.25,7,100000,INV01714,2025-05-29,2025-06-09
T01715,PO01715,2024-03-23,V0215,E0006,IT,Security Services,limited_tender,8828.81,2,500000,INV01715,2024-04-27,2024-06-01
T01716,PO01716,2026-03-04,V0223,E0059,Facilities,Office Supplies,limited_tender,11177.37,3,25000,INV01716,2026-04-16,2026-06-08
T01717,PO01717,2025-06-27,V0007,E0020,IT,Spare Parts,open_tender,22870.05,5,500000,INV01717,2025-08-06,2025-08-20
T01718,PO01718,2025-10-06,V0196,E0056,Marketing,Hardware,limited_tender,31597.79,2,100000,INV01718,2025-10-28,2025-12-01
T01719,PO01719,2024-03-14,V0265,E0020,IT,Security Services,limited_tender,4988.26,2,500000,INV01719,2024-04-25,2024-05-16
T01720,PO01720,2025-05-09,V0063,E0003,Marketing,Spare Parts,limited_tender,17865.77,2,25000,INV01720,2025-06-22,2025-07-22
T01721,PO01721,2024-02-09,V0129,E0011,R&D,Software Licenses,open_tender,13287.24,7,500000,INV01721,2024-03-23,2024-04-10
T01722,PO01722,2025-09-24,V0115,E0042,IT,Hardware,limited_tender,225000.0,3,500000,INV01722,2025-10-31,2025-12-02
T01723,PO01723,2025-07-20,V0084,E0032,R&D,Security Services,open_tender,7204.09,6,25000,INV01723,2025-08-17,2025-10-09
T01724,PO01724,2025-09-23,V0156,E0055,Marketing,Transport,limited_tender,14780.06,3,500000,INV01724,2025-10-21,2025-11-12
T01725,PO01725,2025-08-10,V0111,E0016,Maintenance,Hardware,open_tender,37000.0,5,25000,INV01725,2025-08-31,2025-09-19
T01726,PO01726,2024-06-07,V0193,E0027,Maintenance,Office Supplies,limited_tender,1559.86,2,100000,INV01726,2024-06-22,2024-07-03
T01727,PO01727,2025-11-12,V0137,E0059,Facilities,Hardware,open_tender,48109.11,7,25000,INV01727,2025-12-13,2026-01-07
T01728,PO01728,2026-02-10,V0036,E0029,Production,Security Services,limited_tender,18991.75,3,25000,INV01728,2026-02-25,2026-03-09
T01729,PO01729,2024-09-26,V0236,E0040,IT,Office Supplies,open_tender,16038.92,3,25000,INV01729,2024-11-04,2024-12-28
T01730,PO01730,2025-11-05,V0002,E0049,R&D,Cleaning Services,open_tender,21143.4,5,500000,INV01730,2025-11-13,2025-12-24
T01731,PO01731,2023-11-16,V0175,E0042,IT,Spare Parts,limited_tender,23921.96,2,500000,INV01731,2023-12-11,2024-01-01
T01732,PO01732,2023-07-07,V0174,E0040,IT,Raw Materials,open_tender,40348.07,3,25000,INV01732,2023-08-11,2023-09-11
T01733,PO01733,2025-02-01,V0255,E0015,Marketing,Raw Materials,limited_tender,26436.27,3,100000,INV01733,2025-03-09,2025-04-12
T01734,PO01734,2026-01-23,V0201,E0041,Admin,Spare Parts,limited_tender,3000.0,2,100000,INV01734,2026-02-27,2026-04-07
T01735,PO01735,2025-08-05,V0180,E0010,Admin,Software Licenses,limited_tender,78449.04,3,100000,INV01735,2025-09-12,2025-10-23
T01736,PO01736,2025-01-26,V0216,E0026,Maintenance,Hardware,open_tender,14919.27,3,500000,INV01736,2025-02-22,2025-04-14
T01737,PO01737,2023-09-14,V0166,E0000,Production,Raw Materials,single_source,141000.0,1,100000,INV01737,2023-10-18,2023-11-13
T01738,PO01738,2024-07-20,V0110,E0041,Admin,Transport,limited_tender,8125.81,2,100000,INV01738,2024-07-31,2024-09-15
T01739,PO01739,2024-11-25,V0002,E0049,R&D,Cleaning Services,limited_tender,11212.69,2,500000,INV01739,2025-01-06,2025-01-24
T01740,PO01740,2025-05-13,V0026,E0039,Maintenance,Spare Parts,open_tender,7720.47,6,100000,INV01740,2025-06-13,2025-06-27
T01741,PO01741,2024-09-15,V0152,E0040,IT,Software Licenses,limited_tender,32736.39,3,25000,INV01741,2024-10-14,2024-11-01
T01742,PO01742,2025-09-07,V0249,E0011,R&D,Raw Materials,limited_tender,14691.74,2,500000,INV01742,2025-09-27,2025-11-14
T01743,PO01743,2024-09-13,V0259,E0054,Logistics,Raw Materials,limited_tender,46342.03,3,25000,INV01743,2024-10-02,2024-11-16
T01744,PO01744,2025-04-26,V0163,E0029,Production,Spare Parts,limited_tender,29715.82,3,25000,INV01744,2025-05-27,2025-06-25
T01745,PO01745,2024-08-06,V0234,E0039,Maintenance,Transport,single_source,22722.13,1,100000,INV01745,2024-09-13,2024-10-22
T01746,PO01746,2025-02-06,V0005,E0012,Marketing,Consulting Services,limited_tender,22381.29,3,100000,INV01746,2025-03-22,2025-05-16
T01747,PO01747,2025-07-17,V0250,E0037,IT,Consulting Services,open_tender,21902.49,7,500000,INV01747,2025-08-03,2025-09-05
T01748,PO01748,2024-08-17,V0150,E0040,IT,Raw Materials,limited_tender,19539.86,3,25000,INV01748,2024-09-04,2024-10-27
T01749,PO01749,2024-05-04,V0059,E0042,IT,Security Services,single_source,13326.19,1,500000,INV01749,2024-06-16,2024-07-07
T01750,PO01750,2025-11-18,V0175,E0019,IT,Spare Parts,open_tender,8318.48,4,500000,INV01750,2025-11-24,2026-01-05
T01751,PO01751,2025-07-19,V0196,E0028,Marketing,Hardware,limited_tender,22620.87,3,25000,INV01751,2025-07-30,2025-08-13
T01752,PO01752,2023-08-18,V0028,E0035,Facilities,Office Supplies,limited_tender,8788.94,3,500000,INV01752,2023-09-03,2023-10-16
T01753,PO01753,2026-03-19,V0147,E0040,IT,Cleaning Services,open_tender,28000.0,3,25000,INV01753,2026-03-31,2026-04-17
T01754,PO01754,2026-04-13,V0236,E0008,Marketing,Office Supplies,open_tender,18442.6,3,25000,INV01754,2026-05-05,2026-07-01
T01755,PO01755,2025-07-18,V0152,E0037,IT,Software Licenses,limited_tender,3000.0,3,500000,INV01755,2025-08-26,2025-09-13
T01756,PO01756,2024-07-13,V0040,E0008,Marketing,Transport,limited_tender,14517.88,3,25000,INV01756,2024-08-21,2024-09-01
T01757,PO01757,2023-11-04,V0055,E0010,Admin,Office Supplies,open_tender,5383.62,3,100000,INV01757,2023-11-25,2024-01-05
T01758,PO01758,2025-06-08,V0230,E0051,Maintenance,Hardware,open_tender,13787.44,6,25000,INV01758,2025-06-23,2025-07-09
T01759,PO01759,2026-01-13,V0120,E0018,Production,Security Services,open_tender,3123.89,7,500000,INV01759,2026-02-16,2026-03-14
T01760,PO01760,2024-06-24,V0222,E0036,Marketing,Consulting Services,open_tender,33732.23,4,25000,INV01760,2024-07-01,2024-07-30
T01761,PO01761,2024-11-15,V0148,E0001,R&D,Transport,open_tender,45199.42,5,500000,INV01761,2024-12-17,2025-01-24
T01762,PO01762,2026-03-10,V0065,E0059,Facilities,Spare Parts,limited_tender,11487.24,3,25000,INV01762,2026-04-22,2026-05-30
T01763,PO01763,2026-06-10,V0013,E0024,Production,Consulting Services,open_tender,68583.75,4,25000,INV01763,2026-07-04,2026-08-06
T01764,PO01764,2024-05-22,V0257,E0038,Production,Hardware,limited_tender,21922.61,2,100000,INV01764,2024-06-05,2024-07-24
T01765,PO01765,2025-05-04,V0083,E0002,Maintenance,Office Supplies,open_tender,3156.6,4,100000,INV01765,2025-06-04,2025-06-22
T01766,PO01766,2026-02-23,V0101,E0027,Maintenance,Transport,limited_tender,29576.7,3,100000,INV01766,2026-03-02,2026-04-26
T01767,PO01767,2026-06-11,V0197,E0013,Logistics,Security Services,limited_tender,3024.81,2,100000,INV01767,2026-07-19,2026-09-06
T01768,PO01768,2024-08-18,V0279,E0030,Logistics,Cleaning Services,limited_tender,4636.29,2,100000,INV01768,2024-09-08,2024-10-06
T01769,PO01769,2025-03-02,V0005,E0023,Logistics,Consulting Services,open_tender,157902.31,5,25000,INV01769,2025-04-12,2025-05-04
T01770,PO01770,2026-03-30,V0153,E0009,Facilities,Cleaning Services,open_tender,3214.7,3,500000,INV01770,2026-05-04,2026-05-19
T01771,PO01771,2024-06-19,V0233,E0052,Production,Software Licenses,open_tender,58213.65,5,100000,INV01771,2024-06-25,2024-07-07
T01772,PO01772,2025-06-22,V0116,E0042,IT,Construction,limited_tender,104263.45,2,500000,INV01772,2025-07-30,2025-08-26
T01773,PO01773,2026-06-08,V0094,E0011,R&D,Hardware,open_tender,15533.35,6,500000,INV01773,2026-07-06,2026-08-10
T01774,PO01774,2026-02-19,V0126,E0002,Maintenance,Office Supplies,single_source,11133.86,1,100000,INV01774,2026-03-04,2026-04-30
T01775,PO01775,2025-09-07,V0039,E0052,Production,Security Services,open_tender,7130.66,5,100000,INV01775,2025-10-14,2025-11-16
T01776,PO01776,2023-07-21,V0105,E0034,Marketing,Security Services,limited_tender,15633.56,2,500000,INV01776,2023-08-03,2023-08-29
T01777,PO01777,2023-12-26,V0046,E0034,Marketing,Raw Materials,single_source,146412.92,1,500000,INV01777,2024-02-04,2024-03-12
T01778,PO01778,2024-12-24,V0105,E0041,Admin,Security Services,limited_tender,9111.2,3,100000,INV01778,2025-02-01,2025-03-12
T01779,PO01779,2025-08-22,V0288,E0006,IT,Hardware,limited_tender,46344.79,2,500000,INV01779,2025-08-29,2025-09-15
T01780,PO01780,2025-09-26,V0121,E0001,R&D,Raw Materials,open_tender,50220.0,6,500000,INV01780,2025-11-06,2025-12-07
T01781,PO01781,2025-12-28,V0080,E0055,Marketing,Construction,open_tender,336942.14,7,500000,INV01781,2026-01-19,2026-02-18
T01782,PO01782,2024-04-02,V0012,E0010,Admin,Security Services,limited_tender,13165.12,2,100000,INV01782,2024-04-25,2024-06-04
T01783,PO01783,2024-12-30,V0265,E0049,R&D,Security Services,open_tender,7396.39,5,500000,INV01783,2025-02-07,2025-02-27
T01784,PO01784,2025-06-14,V0163,E0018,Production,Spare Parts,limited_tender,16000.0,2,500000,INV01784,2025-07-21,2025-08-01
T01785,PO01785,2023-07-31,V0028,E0059,Facilities,Office Supplies,open_tender,11609.06,5,25000,INV01785,2023-09-01,2023-09-26
T01786,PO01786,2024-10-21,V0076,E0017,IT,Transport,open_tender,19086.66,6,25000,INV01786,2024-11-28,2025-01-06
T01787,PO01787,2023-09-29,V0016,E0043,Admin,Hardware,limited_tender,49874.63,3,25000,INV01787,2023-10-31,2023-12-11
T01788,PO01788,2024-04-19,V0271,E0039,Maintenance,Spare Parts,single_source,21499.67,1,100000,INV01788,2024-05-04,2024-06-16
T01789,PO01789,2025-02-09,V0211,E0057,Production,Construction,limited_tender,139781.63,2,100000,INV01789,2025-03-14,2025-05-07
T01790,PO01790,2026-06-14,V0299,E0002,Maintenance,Construction,open_tender,54935.26,4,100000,INV01790,2026-07-17,2026-08-29
T01791,PO01791,2026-06-02,V0055,E0018,Production,Office Supplies,limited_tender,8133.24,2,500000,INV01791,2026-06-30,2026-08-16
T01792,PO01792,2025-10-29,V0061,E0058,Admin,Cleaning Services,single_source,9816.57,1,25000,INV01792,2025-11-07,2025-11-21
T01793,PO01793,2024-01-24,V0153,E0047,Logistics,Cleaning Services,limited_tender,6916.28,2,25000,INV01793,2024-02-22,2024-04-04
T01794,PO01794,2025-12-10,V0277,E0052,Production,Transport,open_tender,9301.47,6,100000,INV01794,2026-01-16,2026-02-25
T01795,PO01795,2024-08-12,V0212,E0023,Logistics,Raw Materials,open_tender,33382.3,7,25000,INV01795,2024-08-17,2024-10-04
T01796,PO01796,2025-02-17,V0202,E0015,Marketing,Spare Parts,open_tender,16637.95,7,100000,INV01796,2025-03-28,2025-05-11
T01797,PO01797,2024-12-09,V0039,E0058,Admin,Security Services,limited_tender,4166.02,2,25000,INV01797,2025-01-11,2025-01-30
T01798,PO01798,2023-11-08,V0251,E0046,R&D,Software Licenses,open_tender,7227.98,6,25000,INV01798,2023-11-14,2024-01-10
T01799,PO01799,2025-03-18,V0204,E0054,Logistics,Consulting Services,open_tender,95510.29,6,25000,INV01799,2025-04-02,2025-05-10
T01800,PO01800,2025-10-27,V0032,E0020,IT,Software Licenses,open_tender,2722.01,7,500000,INV01800,2025-11-11,2025-12-17
T01801,PO01801,2025-02-24,V0026,E0056,Marketing,Spare Parts,open_tender,9365.69,3,100000,INV01801,2025-03-04,2025-04-27
T01802,PO01802,2025-03-14,V0064,E0030,Logistics,Construction,open_tender,114524.87,7,100000,INV01802,2025-04-15,2025-05-10
T01803,PO01803,2025-07-13,V0194,E0029,Production,Construction,open_tender,28499.53,6,25000,INV01803,2025-08-02,2025-08-31
T01804,PO01804,2024-04-07,V0057,E0017,IT,Software Licenses,limited_tender,9091.13,2,25000,INV01804,2024-05-17,2024-06-20
T01805,PO01805,2026-02-09,V0243,E0041,Admin,Spare Parts,open_tender,30358.79,4,100000,INV01805,2026-03-01,2026-04-20
T01806,PO01806,2026-02-08,V0164,E0052,Production,Office Supplies,open_tender,5020.72,5,100000,INV01806,2026-02-20,2026-04-13
T01807,PO01807,2024-11-18,V0129,E0052,Production,Software Licenses,open_tender,15262.55,7,100000,INV01807,2024-12-28,2025-02-06
